,name,url,category,thc,cbd,rating,flavor&aroms,Top effect,description,feelings,negatives,flavors,help with
1292,Purple Queen,https://images.leafly.com/flower-images/defaults/generic/strain-29.png,Hybrid,22.0,0.0,4.5,sage,giggly,"Purple Queen is a hybrid weed strain made by crossing Hindu Kush and Purple Afghani. Reviewers on Leafly say this strain makes them feel giggly, focused, and creative. Purple Queen has 22% THC and 1% CBG. The dominant terpene in this strain is caryophyllene. If you've smoked, dabbed, or otherwise enjoyed this strain, Purple Queen, before let us know! Leave a review.","giggly,focused,creative","paranoid,anxious,dizzy","sage,ammonia,cheese","Depression
22% of people say it helps with depression
Insomnia
22% of people say it helps with insomnia
Cramps
11% of people say it helps with cramps"
1293,Guava Biscotti,https://images.leafly.com/flower-images/defaults/generic/strain-15.png,Hybrid,,,4.6,,,Guava Biscotti is a mood-boosting hybrid marijuana strain from Connected Cannabis Co. This strain features a sweet flavor profile and provides calm and uplifting effects.,"focused,relaxed,uplifted",,,
1294,Rose Bud,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-18.png,Indica,12.0,0.0,4.291666666666667,rose,sleepy,"Rose Bud by Royal Choice Farms in an indica-dominant cross with an enticing floral aroma. Known for its skunky rose smell and dense node clusters, Rose Bud offers consumers a relaxing buzz with a pleasant mental sizzle. This strain falls under the “beach chair” category, imbuing the consumer with an elevated, laid-back mood.","sleepy,creative,relaxed","dry eyes,paranoid,anxious","rose,flowery,tea","Stress
31% of people say it helps with stress
Insomnia
21% of people say it helps with insomnia
Depression
15% of people say it helps with depression"
1295,Dosi Face,https://images.leafly.com/flower-images/defaults/generic/strain-25.png,Hybrid,19.0,0.0,4.347826086956522,pear,talkative,"Coming from Archive Seed Bank, Dosi Face is a cross between a Do-Si-Dos #22 and their staple Face Off OG Bx1. Dosi Face takes the potency of Face Off OG and pairs it alongside the delicious flavor profile of Do-Si-Dos with dank pine, grape, and earth notes. This sativa may provide a cerebral buzz that will also bring your body into deep relaxation.
 ","talkative,creative,uplifted","dizzy,paranoid,anxious","pear,grape,pepper","Stress
38% of people say it helps with stress
Anxiety
33% of people say it helps with anxiety
Depression
27% of people say it helps with depression"
1296,Captain's Cake,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-12.png,Hybrid,,,4.728155339805825,,,"Captain’s Cake by The Captain’s Connection is a hybrid cross between Girl Scout Cookies and White Fire Alien OG. With bright citrus terpenes on the nose and palate, and a sweet doughy earth aroma, Captain’s Cake is a crowd-pleaser with enjoyable relaxing effects. This strain is euphoric and easy on the limbs in small doses, but can get rather sedating with heavy consumption. Enjoy the laid-back energy of Captain’s Cake into the evening to set you up for a good night’s rest.  ","happy,relaxed,tingly","dry eyes,headache,dry mouth","citrus,sweet,vanilla","Stress
46% of people say it helps with stress
Depression
35% of people say it helps with depression
Anxiety
32% of people say it helps with anxiety"
1297,South Beach,https://images.leafly.com/flower-images/defaults/generic/strain-11.png,Hybrid,,,4.66,,,"South Beach is a hybrid marijuana strain. We're still learning about the flavors and effects of South Beach - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.","talkative,euphoric,relaxed","paranoid,anxious,dizzy","flowery,pine,menthol","Stress
28% of people say it helps with stress
Pain
25% of people say it helps with pain
Anxiety
20% of people say it helps with anxiety"
1298,Boss OG,https://images.leafly.com/flower-images/defaults/dark-green/strain-2.png,Hybrid,20.0,0.0,4.46969696969697,diesel,giggly,"Boss OG by Dark Heart Nursery is a fragrant OG Kush phenotype with similar qualities to Fire OG. This strain emits telltale OG aromas of lemon, lime, and fuel, and offers consumers happy, relaxing effects that can trim away stress and pain. Boss OG produces an abundance of cannabis buds over its 9 to 10 week flowering cycle, so DHN recommends that growers double trellising for added stability. Its generous yield and excellent flavor make Boss OG a rewarding grow for intermediate cultivators.    ","giggly,creative,relaxed","headache,dry eyes,anxious","diesel,flowery,pine","Stress
34% of people say it helps with stress
Depression
32% of people say it helps with depression
Pain
32% of people say it helps with pain"
1299,Caramel Cream,https://images.leafly.com/flower-images/defaults/red-orange-amber/strain-4.png,Hybrid,20.0,0.0,4.5,sweet,sleepy,"Caramel Cream is a potent indica-dominant hybrid marijuana strain made by crossing Royal Highness with Old School Cookies and Humboldt Reserve OG. This strain offers long-lasting and euphoric effects that instantaneously lift your spirit and improve your mood. With myrcene as the dominant terpene of Caramel Cream, you can expect an herbal flavor profile with undertones of nutty salted caramel. The aroma is fuel-forward, with diesel notes shining through. Medical marijuana patients choose Caramel Cream to help relieve symptoms associated with pain, anxiety, and fatigue. Caramel Cream features a high THC level of 20%, making it an ideal choice for experienced cannabis consumers with a high tolerance level. This strain pairs best with activities that require creative thinking or introspective thought. According to growers, Caramel Cream flowers into extremely sticky buds with dark green foliage, amber hairs, and crystal trichomes. This strain has an average flowering time of 60 days and easily produces an impressive bud structure. Caramel Cream was originally bred by Humboldt Seed Company and was the winner of 2018's Phenotype Mega Hunt competition. If you have smoked, dabbed, or consumed Caramel Cream before, tell us about your experience by leaving a strain review.","sleepy,relaxed,hungry",,,"Depression
30% of people say it helps with depression
Pain
30% of people say it helps with pain
Stress
20% of people say it helps with stress"
1300,White OG,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-12.png,Indica,22.0,0.0,4.542056074766355,tea,euphoric,"White OG, also known as ""White OG Kush"" and ""White Kush OG,"" is an indica marijuana strain that was first bred by Karma Genetics by crossing The White with SFV OG Kush. This indica strain inherits the telltale kush aroma of earthy pine and lemon as well as The White’s heavy trichome coverage. This 2010 and 2014 Cannabis Cup champ is popularly cultivated indoors with a 65 to 75 day flowering time.","euphoric,sleepy,relaxed","headache,dizzy,dry eyes","tea,pine,earthy","Pain
41% of people say it helps with pain
Stress
36% of people say it helps with stress
Anxiety
31% of people say it helps with anxiety"
1301,Purple Widow,https://images.leafly.com/flower-images/defaults/purple/strain-1.png,Hybrid,18.0,0.0,4.511627906976744,woody,giggly,"Purple Widow from De Sjamaan Seeds crosses White Widow with the renowned Dutch outdoor strain Purple Power, resulting in a large, sturdy plant that produces fat, resin-covered purple flowers. The aroma ranges from incense to fruit with floral overtones, and the taste from light berry to citrusy. Effects are generally described as combining a strong indica body high with a racy, cerebral sativa feel. Originally bred in the Netherlands in 2007, Purple Widow is not recommended for indoor growing and can reach over 10 feet in height outdoors.","giggly,relaxed,hungry","dry mouth,dry eyes,paranoid","woody,grape,spicy/herbal","Pain
41% of people say it helps with pain
Stress
38% of people say it helps with stress
Depression
35% of people say it helps with depression"
1302,Emerald OG,https://images.leafly.com/flower-images/defaults/generic/strain-38.png,Indica,20.0,0.0,4.631578947368421,earthy,relaxed,"Emerald OG, a strain developed by the California Breeders Association, is a vigorous cross that combines Fire OG with Emerald Diesel. The resulting hybrid was then backcrossed with the pollen from a Fire OG male to forge this indica-dominant hybrid. Emerald OG has a blend of mild floral and melon flavors that mix with pungent citrus notes and produce deep relaxing effects that are a great answer for migraines and sleepless nights.","relaxed,sleepy,hungry","dry mouth,anxious,headache","earthy,citrus,lime","Insomnia
38% of people say it helps with insomnia
Stress
36% of people say it helps with stress
Anxiety
33% of people say it helps with anxiety"
1303,Purple Reign,https://images.leafly.com/flower-images/defaults/purple/strain-9.png,Hybrid,13.0,0.0,4.363636363636363,tree fruit,tingly,"Combining Royal Purple Kush with a Royal Purple Kush x Recon OG cross, Purple Reign was created by the team at Ethos Genetics. A big producer with a fruity, grapefruit, and berry terpene profile, Purple Reign is as flavorful as it is pretty. Give this strain a shot next time you want a tasty treat to wind down with at the end of the day.
 ","tingly,relaxed,giggly",,"tree fruit,violet,pepper","Pain
21% of people say it helps with pain
Depression
14% of people say it helps with depression
Stress
14% of people say it helps with stress"
1304,White Fire Alien OG,https://images.leafly.com/flower-images/defaults/generic/strain-37.png,Hybrid,23.0,0.0,4.456,lemon,relaxed,"White Fire Alien OG is a 60% indica strain bred by OG Raskal. With a sweet lemon aroma, this hybrid cross mixes The White with Fire Alien Kush for a full-body calm that eases pain, anxiety, and tension. There’s no better way to conclude a hard day’s work than with a stress-relieving dose of White Fire Alien OG.","relaxed,aroused,tingly","headache,paranoid,dizzy","lemon,citrus,earthy","Stress
34% of people say it helps with stress
Pain
32% of people say it helps with pain
Insomnia
25% of people say it helps with insomnia"
1305,Sweet Cheese,https://images.leafly.com/flower-images/defaults/generic/strain-17.png,Sativa,21.0,0.0,4.311926605504588,cheese,happy,"Sweet Cheese is a 70% sativa strain that combines the potency and unique flavor profiles of Cheese and Black Jack. Bred by Sweet Seeds, this strain was designed to  induce long-lasting relaxation throughout the body, coupled with intense cerebral euphoria. Sweet Cheese is marked by the fragrant fusion of cheese and spice, a combination of aromas found in few other cannabis varieties. Outdoor Sweet Cheese plants finish flowering in mid-October, while indoor plants bloom in 9 weeks.","happy,euphoric,uplifted","headache,paranoid,anxious","cheese,sweet,blue cheese","Stress
34% of people say it helps with stress
Depression
32% of people say it helps with depression
Anxiety
30% of people say it helps with anxiety"
1306,Boy Scout Cookies,https://images.leafly.com/flower-images/defaults/short-dense-heavy/strain-7.png,Hybrid,,,4.526315789473684,,,"BSC is a hybrid that follows in the footsteps of its GSC parent, but is named for the youth scouting group's male equivalant. With potent effects that hug the mind and body in tranquil euphoria, BSC introduces deep, heavy relaxation throughout the body, but not before making your head reel with calm and happy thoughts. The cerebral buzz tapers down into a foggy haze, helping you abandon worries and slide into a low-key afternoon or a restful night’s sleep. Putting your nose in a jar of BSC is like stealing a smell from the cookie jar, as sweet, earthy aromas burst forth with subtle notes of woody pine.","hungry,giggly,happy","dry mouth,dry eyes,headache","woody,earthy,pungent","Depression
41% of people say it helps with depression
Stress
41% of people say it helps with stress
Anxiety
35% of people say it helps with anxiety"
